24, 595, 37265
521, 595, 162531
570, 595, 78469
342, 595, 47531
412, 595, 77563
22, 595, 109062
11, 595, 82641
554, 595, 33360
570, 594, 21390
766, 595, 47532
675, 595, 24578
589, 595, 19766
603, 595, 256266
334, 595, 72656
115, 595, 11734
427, 595, 22704
410, 595, 10421
255, 595, 69750
586, 595, 28656
690, 595, 15781
318, 595, 165344
501, 595, 116281
629, 595, 447078
467, 595, 61828
133, 595, 19407
407, 595, 123843
467, 595, 16078
178, 595, 34000
669, 595, 90063
113, 595, 102375
199, 595, 60438
693, 595, 43656
194, 595, 24578
273, 595, 19203
4, 595, 84579
789, 595, 25750
288, 595, 27000
2, 595, 45703
778, 595, 14984
313, 595, 66766
715, 595, 17109
327, 595, 123891
606, 595, 66562
766, 595, 63391
89, 595, 92843
190, 595, 12141
369, 595, 30234
163, 595, 28953
359, 595, 54265
208, 595, 178875
347, 595, 32078
679, 595, 64437
685, 595, 65953
626, 595, 102000
729, 595, 40703
158, 595, 37140
35, 595, 20906
313, 594, 90047
534, 595, 36828
409, 594, 45485
581, 595, 22844
540, 595, 58984
635, 595, 87750
408, 593, 49672
333, 595, 23437
537, 595, 257734
344, 595, 44797
679, 595, 35484
541, 595, 27563
727, 595, 10890
372, 595, 84829
512, 595, 108078
735, 595, 19344
516, 595, 18078
499, 595, 105281
395, 595, 137188
301, 595, 7531
23, 595, 65140
169, 595, 54344
488, 595, 51969
21, 595, 28531
637, 595, 116656
288, 594, 116906
793, 595, 10375
584, 595, 28500
478, 595, 50031
378, 595, 39422
431, 595, 65703
672, 595, 114516
21, 594, 8157
4, 594, 130093
312, 595, 8984
629, 594, 23000
273, 594, 70891
300, 595, 33234
492, 595, 101063
782, 595, 71078
524, 595, 20687
189, 595, 84922
606, 594, 103969
126, 595, 57094
444, 595, 23765
480, 595, 35079
500, 594, 48453
262, 595, 47328
198, 595, 145625
292, 595, 12906
391, 595, 32125
735, 594, 23875
180, 595, 39281
101, 595, 22500
281, 595, 57766
179, 595, 52125
93, 595, 37172
334, 594, 18984
284, 595, 29625
87, 595, 27266
408, 592, 9312
125, 594, 31609
504, 595, 24547
33, 595, 12860
223, 595, 15140
629, 594, 31203
6, 595, 17125
602, 594, 69906
474, 595, 51516
177, 595, 77265
718, 595, 35703
500, 594, 28359
255, 594, 10532
217, 595, 48235
729, 594, 32468
505, 595, 59953
85, 595, 13219
656, 595, 54656
288, 594, 53343
403, 595, 21329
606, 594, 45609
614, 595, 60078
372, 595, 118031
78, 595, 24469
86, 595, 29407
520, 595, 57187
26, 595, 11031
555, 594, 25734
22, 594, 35688
414, 595, 33516
539, 595, 90953
398, 595, 53375
382, 595, 47750
408, 592, 159235
762, 595, 90687
599, 595, 117000
522, 594, 29016
32, 594, 8593
483, 595, 17422
118, 595, 76735
394, 594, 71812
393, 594, 202719
116, 595, 98891
231, 595, 190984
214, 595, 96234
625, 595, 44968
169, 594, 79172
324, 595, 18766
169, 594, 82735
319, 595, 101860
127, 595, 14296
39, 595, 20360
439, 595, 10562
466, 594, 8157
386, 595, 22922
212, 595, 47609
332, 595, 104281
668, 594, 46656
731, 595, 145390
80, 595, 25375
128, 594, 158797
502, 595, 37188
465, 593, 18078
57, 595, 80969
159, 594, 44906
334, 593, 23750
549, 595, 24875
383, 594, 16937
769, 595, 10360
407, 591, 9828
464, 593, 28047
558, 595, 13890
56, 595, 26766
407, 591, 15875
576, 595, 157516
520, 594, 33469
322, 595, 37734
57, 594, 31031
668, 594, 29687
593, 595, 41360
361, 595, 20953
617, 595, 85672
276, 595, 40610
393, 594, 43125
158, 593, 88406
260, 595, 483547
213, 595, 129578
755, 595, 85500
639, 595, 129187
198, 595, 56640
4, 593, 49141
93, 595, 129797
168, 595, 86765
632, 595, 45266
132, 594, 68703
125, 594, 6594
522, 594, 31766
562, 595, 86328
56, 594, 97688
18, 595, 10890
367, 595, 29109
70, 595, 57031
286, 595, 87562
69, 595, 57156
668, 593, 37485
518, 595, 62031
721, 595, 215359
718, 594, 39750
459, 595, 54296
74, 595, 65297
587, 594, 127422
464, 593, 10125
4, 594, 38250
266, 595, 98562
586, 595, 48437
188, 595, 31063
568, 595, 121859
664, 595, 29125
70, 595, 19281
795, 595, 98594
398, 594, 71375
350, 595, 67875
615, 595, 26828
187, 595, 40062
417, 595, 25281
45, 595, 45735
465, 593, 16687
629, 593, 59672
346, 595, 69500
131, 594, 43047
294, 595, 143375
466, 592, 163218
155, 595, 12453
464, 592, 112219
324, 595, 105719
408, 592, 38140
314, 595, 54704
209, 594, 82406
69, 594, 35969
478, 594, 63718
277, 595, 18188
593, 595, 109454
788, 594, 106656
230, 594, 9375
503, 594, 30469
701, 595, 40469
203, 595, 190000
727, 595, 51047
516, 594, 39282
344, 595, 32390
372, 594, 76406
302, 594, 22484
458, 595, 42985
222, 595, 76890
152, 595, 16688
50, 595, 33109
85, 594, 99015
241, 595, 35781
44, 595, 17656
45, 595, 43735
214, 594, 147359
291, 595, 8922
583, 595, 30750
449, 595, 30344
214, 594, 83219
124, 595, 35297
485, 595, 30281
260, 595, 57328
438, 594, 101047
614, 595, 23719
626, 595, 22125
468, 595, 174360
379, 595, 264485
115, 595, 105313
68, 594, 103968
331, 595, 121016
484, 595, 12063
49, 595, 91578
68, 594, 69281
405, 595, 52141
500, 593, 55969
61, 595, 63640
194, 594, 90750
721, 594, 93828
75, 595, 63157
241, 595, 142578
368, 594, 34625
493, 595, 87094
282, 595, 187891
496, 595, 55422
523, 594, 45094
409, 591, 43687
667, 592, 104219
717, 593, 103922
611, 595, 26718
732, 594, 70766
407, 591, 23109
733, 593, 99578
287, 594, 55781
663, 594, 62844
296, 595, 52015
317, 595, 134531
722, 593, 125969
57, 593, 40484
140, 595, 28656
84, 593, 40016
13, 595, 28687
489, 595, 16172
555, 594, 26438
408, 590, 47390
733, 593, 107125
94, 594, 41797
313, 594, 20156
11, 595, 59157
533, 595, 29109
14, 594, 53891
736, 595, 60031
684, 595, 24156
292, 594, 153625
207, 595, 114188
383, 594, 7562
406, 592, 32422
639, 595, 67094
755, 595, 93593
607, 594, 36031
176, 594, 143687
583, 595, 66766
264, 595, 69390
185, 595, 29532
230, 595, 134093
686, 594, 56703
508, 595, 33703
393, 593, 57453
439, 593, 110610
425, 595, 60328
265, 595, 68672
10, 595, 33859
297, 595, 50390
576, 594, 98063
443, 595, 22938
565, 595, 48000
721, 593, 110500
668, 592, 25797
73, 595, 45328
83, 592, 35437
144, 595, 41734
533, 595, 13312
386, 594, 93188
194, 593, 59453
33, 595, 44375
9, 594, 50953
580, 594, 28047
766, 594, 57875
92, 594, 82109
512, 594, 43781
775, 595, 37235
441, 595, 49985
533, 594, 9515
469, 595, 117844
780, 595, 137844
422, 595, 156093
35, 594, 124469
554, 594, 141125
254, 593, 38531
225, 595, 5922
434, 595, 15688
761, 595, 132641
56, 593, 27375
56, 593, 237297
576, 593, 89891
194, 593, 19718
541, 594, 83203
89, 595, 55938
782, 594, 35625
109, 595, 58500
583, 594, 169860
212, 594, 53063
710, 595, 54359
98, 595, 64422
5, 592, 28750
288, 593, 23390
576, 592, 19172
70, 593, 71203
17, 594, 13250
607, 593, 72656
479, 593, 59828
363, 595, 118563
424, 594, 7844
503, 594, 59532
149, 595, 36515
239, 595, 51266
576, 592, 24094
685, 594, 11141
775, 595, 187703
289, 592, 45468
377, 594, 98375
700, 594, 42218
781, 595, 44719
580, 593, 62906
353, 595, 130578
722, 593, 102422
219, 595, 58688
97, 595, 16968
504, 593, 42829
471, 595, 41906
181, 595, 37172
106, 595, 116141
502, 594, 25734
317, 594, 38656
289, 591, 60235
741, 595, 49969
447, 595, 94156
104, 595, 37422
190, 595, 150250
116, 594, 29610
181, 595, 33093
230, 594, 34110
698, 595, 196657
433, 594, 9563
463, 591, 78422
388, 595, 55234
182, 594, 19719
776, 594, 21500
68, 593, 63640
564, 595, 18032
459, 594, 16562
452, 595, 14562
387, 593, 78453
263, 594, 52906
752, 595, 39313
755, 595, 27016
668, 591, 32500
689, 594, 126750
42, 595, 51922
601, 593, 19875
351, 595, 30063
379, 595, 54109
94, 594, 63922
479, 593, 131390
729, 594, 44860
621, 595, 115235
230, 593, 20672
438, 594, 22750
57, 592, 11469
452, 594, 58766
607, 593, 99094
383, 595, 33281
229, 593, 47375
548, 595, 33766
600, 592, 105422
563, 595, 13750
693, 595, 154781
476, 595, 26953
101, 595, 174578
655, 595, 396125
721, 593, 662406
326, 595, 80500
182, 594, 195094
706, 595, 420734
132, 594, 753985
4, 593, 1066766
